0,0,0,-0.07938015837909068,-100.66289768573021,502.867
1,0,1,7.1123809968927665,-95.2040329161376,502.294
2,0,2,14.239714131652336,-89.57043141700855,502.454
3,0,3,21.2274373460032,-83.57117574066288,503.282
4,0,4,27.982837652151606,-76.9835197578881,504.665
5,0,5,34.383339621478854,-69.53827888330488,506.448
6,0,6,40.26034515696506,-60.91488501840781,508.457
7,0,7,45.38097895885864,-50.76943472339217,510.508
8,0,8,49.43809425037329,-38.841783168245115,512.432
9,0,9,52.0752781002394,-25.183460715159782,514.086
10,0,10,52.98067090114337,-10.412375795327026,515.369
11,0,11,52.02915041767972,4.338408521631985,516.23
12,0,12,49.355196244416845,17.94605908192546,516.669
13,0,13,45.27538081919566,29.812491651541695,516.737
14,0,14,40.146110243096594,39.900445414124164,516.529
15,0,15,34.272294405952785,48.47543372837335,516.167
16,0,16,27.88416190921243,55.881445411458614,515.793
17,0,17,21.147956142179055,62.43719075043108,515.547
18,0,18,14.184215429551399,68.40972672674367,515.552
19,0,19,7.083916610413562,74.01985286569538,515.9
20,0,20,-0.07933461489114844,79.45678589786309,516.641
21,0,21,-7.239924534359,84.89410825081347,517.777
22,0,22,-14.332342595855112,90.50535454078907,519.259
23,0,23,-21.28319388774531,96.4794546304216,520.989
24,0,24,-28.001917785598035,103.03662064874142,522.834
25,0,25,-34.36861714872289,110.4426972186238,524.63
26,0,26,-40.21818922940774,119.01425677790964,526.203
27,0,27,-45.32219835086151,129.09161350199483,527.385
28,0,28,-49.378743321580465,140.93559865490383,528.029
29,0,29,-52.03562543701289,154.5056272525884,528.026
30,0,30,-52.98067431623795,169.20702204477223,527.313
31,0,31,-52.08143210068158,-176.0714851040401,525.889
32,0,32,-49.46111198787623,-162.4512136348209,523.806
33,0,33,-45.42721592444504,-150.54642613792046,521.175
34,0,34,-40.3319016338047,-140.41183242859057,518.154
35,0,35,-34.479273043466264,-131.79202441300777,514.935
36,0,36,-28.10033398134875,-124.34674938747868,511.728
37,0,37,-21.362564100995442,-117.7577068763024,508.744
38,0,38,-14.38784129795605,-111.75688025644762,506.174
39,0,39,-7.268460210937667,-106.12215860629469,504.179
40,1,0,3.5202679722803474,-88.94417820219925,502.487
41,1,1,10.688510951960533,-83.42045395624821,502.285
42,1,2,17.756283983383945,-77.6294985590204,502.79
43,1,3,24.64096611014235,-71.36649512787469,503.913
44,1,4,31.23669196142149,-64.3870116829838,505.517
45,1,5,37.40012489484677,-56.395523014434204,507.436
46,1,6,42.93269765086757,-47.052695078975944,509.488
47,1,7,47.56430356856657,-36.03591072135261,511.495
48,1,8,50.95634285002957,-23.205531846625178,513.3
49,1,9,52.75820480968688,-8.873914104595736,514.778
50,1,10,52.73448356269943,6.04388925502442,515.853
51,1,11,50.89023344905302,20.33769763112961,516.5
52,1,12,47.46821646732283,33.10976547336535,516.744
53,1,13,42.82113675605917,44.06602410965861,516.66
54,1,14,37.28617684892344,53.35566536204999,516.358
55,1,15,31.130844519853802,61.30350229161402,515.973
56,1,16,24.5511679055769,68.24768731887428,515.646
57,1,17,17.688308233216688,74.4816282951016,515.512
58,1,18,10.646248302697433,80.24771497356139,515.679
59,1,19,3.5059685443661026,85.74893374619725,516.22
60,1,20,-3.663963199586368,91.16472734288377,517.162
61,1,21,-10.79895937970787,96.66673158727417,518.48
62,1,22,-17.830596441553684,102.43420479413547,520.101
63,1,23,-24.67821113168643,108.66975086481774,521.907
64,1,24,-31.238314131349366,115.61487162799429,523.749
65,1,25,-37.3706423832944,123.56138691595393,525.455
66,1,26,-42.88054574145994,132.84454290372838,526.853
67,1,27,-47.502910413211914,143.78488036906634,527.782
68,1,28,-50.90417386514902,156.52704905821037,528.113
69,1,29,-52.736180864708174,170.77633996885268,527.76
70,1,30,-52.759734772060966,-174.3570803016102,526.688
71,1,31,-50.96983930382952,-160.07033263355953,524.924
72,1,32,-47.59842719365996,-147.2703122421455,522.55
73,1,33,-42.991539730567226,-136.26977348946306,519.702
74,1,34,-37.484125976354164,-126.93362889410764,516.556
75,1,35,-31.34384396912065,-118.94356432000001,513.317
76,1,36,-24.767823213596998,-111.96315879957118,510.195
77,1,37,-17.89852096530217,-105.698570764538,507.396
78,1,38,-10.84126301010599,-99.90622200871952,505.097
79,1,39,-3.678351419959823,-94.38171229101391,503.433
80,2,0,-0.07938015837909068,-82.66289718483458,502.867
81,2,1,7.1123809968927665,-77.20403241524197,502.294
82,2,2,14.239714131652336,-71.57043091611293,502.454
83,2,3,21.2274373460032,-65.57117523976724,503.282
84,2,4,27.982837652151606,-58.98351925699247,504.665
85,2,5,34.383339621478854,-51.538274967314656,506.448
86,2,6,40.26034515696506,-42.91488793260676,508.457
87,2,7,45.38097895885864,-32.76943422249654,510.508
88,2,8,49.43809425037329,-20.841782667349477,512.432
89,2,9,52.0752781002394,-7.183460214264151,514.086
90,2,10,52.98067090114337,7.587624705568608,515.369
91,2,11,52.02915041767972,22.338408595640797,516.23
92,2,12,49.355196244416845,35.94605958282109,516.669
93,2,13,45.27538081919566,47.81249215243733,516.737
94,2,14,40.146110243096594,57.900449330114384,516.529
95,2,15,34.272294405952785,66.47543764436357,516.167
96,2,16,27.88416190921243,73.88144591235425,515.793
97,2,17,21.147956142179055,80.43719125132671,515.547
98,2,18,14.184215429551399,86.40972722763931,515.552
99,2,19,7.083916610413562,92.01985336659102,515.9
100,2,20,-0.07933461489114844,97.45678639875872,516.641
101,2,21,-7.239924534359,102.89410875170911,517.777
102,2,22,-14.332342595855112,108.50535504168471,519.259
103,2,23,-21.28319388774531,114.47945513131722,520.989
104,2,24,-28.001917785598035,121.03662114963706,522.834
105,2,25,-34.36861714872289,128.4427045497086,524.63
106,2,26,-40.21818922940774,137.0142504486161,526.203
107,2,27,-45.32219835086151,147.09162083307965,527.385
108,2,28,-49.378743321580465,158.9355923256103,528.029
109,2,29,-52.03562543701289,172.5056345836732,528.026
110,2,30,-52.98067431623795,-172.7929669816773,527.313
111,2,31,-52.08143210068158,-158.07149143333365,525.889
112,2,32,-49.46111198787623,-144.45120630373611,523.806
113,2,33,-45.42721592444504,-132.54641880683567,521.175
114,2,34,-40.3319016338047,-122.41182509750577,518.154
115,2,35,-34.479273043466264,-113.79201708192295,514.935
116,2,36,-28.10033398134875,-106.34675571677221,511.728
117,2,37,-21.362564100995442,-99.75769954521759,508.744
118,2,38,-14.38784129795605,-93.75687975555198,506.174
119,2,39,-7.268460210937667,-88.12215810539905,504.179
120,3,0,3.5202679722803474,-70.94417770130362,502.487
121,3,1,10.688510951960533,-65.42045345535257,502.285
122,3,2,17.756283983383945,-59.62949805812477,502.79
123,3,3,24.64096611014235,-53.36649462697905,503.913
124,3,4,31.23669196142149,-46.38700776699357,505.517
125,3,5,37.40012489484677,-38.39552251353857,507.436
126,3,6,42.93269765086757,-29.052694578080306,509.488
127,3,7,47.56430356856657,-18.035908512909682,511.495
128,3,8,50.95634285002957,-5.205530918842722,513.3
129,3,9,52.75820480968688,9.126086396299899,514.778
130,3,10,52.73448356269943,24.043889755920056,515.853
131,3,11,50.89023344905302,38.337698132025245,516.5
132,3,12,47.46821646732283,51.10976597426099,516.744
133,3,13,42.82113675605917,62.06602461055425,516.66
134,3,14,37.28617684892344,71.35566927804021,516.358
135,3,15,31.130844519853802,79.30350279250966,515.973
136,3,16,24.5511679055769,86.24768781976992,515.646
137,3,17,17.688308233216688,92.48162879599724,515.512
138,3,18,10.646248302697433,98.24771547445702,515.679
139,3,19,3.5059685443661026,103.74893424709289,516.22
140,3,20,-3.663963199586368,109.16472784377939,517.162
141,3,21,-10.79895937970787,114.66673208816981,518.48
142,3,22,-17.830596441553684,120.43419846484193,520.101
143,3,23,-24.67821113168643,126.66975136571337,521.907
144,3,24,-31.238314131349366,133.61486529870075,523.749
145,3,25,-37.3706423832944,141.5613805866604,525.455
146,3,26,-42.88054574145994,150.84453657443484,526.853
147,3,27,-47.502910413211914,161.78488770015116,527.782
148,3,28,-50.90417386514902,174.52705638929515,528.113
