10001,251,1477.862702059032
10001,252,1837.9620776403474
10001,284,1489.4287075079078
10001,285,884.0789090954523
10001,286,1451.7862124319981
10001,317,1263.3311787587816
10001,318,643.6777624619115
10001,319,1415.1250567981149
10001,351,1270.615754322894
10001,352,923.2113580441338
10001,353,1689.0246286574918
10001,384,1428.7586686414325
10001,385,1363.1746112625758
10001,418,1630.396845194379
10001,419,1788.432523551554
10001,451,1813.116162284801
10001,551,1690.8754010522564
10001,583,1625.7776539515028
10001,584,1441.8372650155807
10001,617,1170.5955376856814
10001,618,1199.3282194644023
10001,649,1684.634799570564
10001,650,773.4329739415825
10001,651,1069.8576882780565
10001,683,1577.1876738417466
10001,684,751.7954510821996
10001,685,1195.1389470012828
10001,716,1802.7950701529185
10001,717,1227.296030185735
10001,718,1589.312163271993
10002,47,1346.2950062267298
10002,48,1193.9324376366833
10002,81,925.1615935287624
10002,82,834.5037699753493
10002,83,1818.0487620549964
10002,114,988.0984917367244
10002,115,1090.9908883123649
10002,148,1387.4607096629131
10002,149,1638.0688051429545
10002,413,1675.6739781243928
10002,445,1611.090554381059
10002,446,1142.7072206533637
10002,447,1668.1822309254765
10002,479,1164.2283465387288
10002,480,728.5037594519827
10002,481,1578.7218832182125
10002,512,1119.1241956267963
10002,513,856.9134387266625
10002,514,1732.0337679738705
10002,546,1577.7932160291766
10002,547,1466.4335457586956
10003,183,1531.188018841092
10003,184,1488.7549372162653
10003,217,977.5100071661865
10003,218,994.6417193803879
10003,249,1758.6042222936812
10003,250,812.2376948490686
10003,251,997.412759028725
10003,283,1781.3376541546127
10003,284,1103.976728098168
10003,285,1420.4936822354964
10003,317,1544.058695338654
10003,549,1610.778497140091
10003,550,1640.8503957758116
10003,581,1791.231289547441
10003,582,1081.120148285441
10003,583,1378.765968358891
10003,615,1426.8834203451008
10003,616,662.910055379808
10003,617,1276.8168737839328
10003,648,1399.095462849377
10003,649,807.9107429983404
10003,650,1459.6387142671406
10003,682,1782.617481213136
10003,683,1428.2408023009798
10004,202,1804.3761606289524
10004,235,1329.4973711787272
10004,236,1077.290090773745
10004,237,1822.2181313636574
10004,268,969.558818936813
10004,269,769.4963441004805
10004,270,1739.2242545672898
10004,302,1150.7702729036644
10004,303,1175.0032579890715
10004,335,1637.2391804051344
10004,336,1819.1757846350702
10004,633,1787.239597583601
10004,665,1770.415731336542
10004,666,1140.8276222695592
10004,667,1486.0514076750353
10004,699,1358.5567228718066
10004,700,663.3563638605123
10004,701,1339.1134455927786
10004,732,1398.0398176455465
10004,733,917.6825315143794
10004,734,1574.8563182378628
10004,767,1644.4744404901535
10005,14,1711.7257358971597
10005,15,1008.8542474730133
10005,16,1363.9568357261412
10005,47,1436.7347456132418
10005,48,653.796487200511
10005,49,1248.5735307983377
10005,81,1570.8122436732042
10005,82,1119.7670917114776
10005,83,1670.4390894804453
10005,115,1813.3894860891432
10005,445,1630.9022291986553
10005,478,1429.1967107821433
10005,479,974.0500121551829
10005,480,1622.0904397531508
10005,511,1095.4255164069652
10005,512,690.1693471064322
10005,513,1594.15026794264
10005,545,1380.7960441470668
10005,546,1203.951054363798
10005,1137,1787.1465729256236
10006,1,1493.6587543464152
10006,2,1446.9906208950165
10006,593,1579.6408527949068
10006,626,1470.1565481915898
10006,627,847.5690772411953
10006,628,1426.772808161651
10006,659,1278.6196719463808
10006,660,705.1721323276857
10006,661,1458.1176694386284
10006,693,1530.788411751143
10006,694,1289.1906202823218
10006,1056,1805.0664430644842
10006,1057,1436.503008040465
10006,1090,1203.434728751678
10006,1091,856.5432806845189
10006,1092,1673.853900836364
10006,1123,1026.7188779856
10006,1124,822.4324380483107
10006,1125,1756.435482561192
10007,182,1777.154710708752
10007,183,1664.5406297824807
10007,216,1262.079104494763
10007,217,1120.510242495583
10007,249,931.4072334496036
10007,250,851.622113228082
10007,251,1831.0019345999929
10007,282,1824.6140844993445
10007,283,871.9230576505089
10007,284,981.6394383924542
10007,315,1768.0154546518834
10007,316,1026.421727938364
10007,317,1321.1328042944115
10007,349,1729.9642451607217
10007,350,1244.1858626876997
10007,351,1689.6545327489607
10007,382,1675.899539964653
10007,383,1442.778097499999
10007,416,1580.9400946478186
10007,417,1593.5277085653363
10007,449,1434.6693147683284
10007,450,1692.488896768066
10007,482,1664.9909791961516
10007,483,1241.1096137099305
10007,484,1751.1323390227858
10007,515,1296.0970273373641
10007,516,1029.4946830494937
10007,517,1791.641364528452
10007,549,955.9822545352616
10007,550,883.0778086424671
10007,581,1808.7768855556503
10007,582,831.332151074312
10007,583,947.3697040634266
10007,616,1110.4872637050098
10007,617,1276.471800724736
10007,649,1662.1165996164252
10007,650,1789.4035457823513
10008,250,1592.3662000412648
10008,251,1163.514095097773
10008,252,1709.0125389337597
10008,284,1226.1504663601834
10008,285,709.7396993679655
10008,286,1507.8672787348157
10008,317,1136.4325835343607
10008,318,795.4921985969168
10008,319,1655.7040375079807
10008,351,1287.8685983175628
10008,352,1227.369784255013
10008,384,1540.0976680629187
10008,385,1698.0971941972796
10008,418,1793.6846078392316
10008,551,1738.293624321418
10008,583,1417.376770273862
10008,584,1538.2822750848302
10008,616,1655.1255004748205
10008,617,963.6186911984458
10008,618,1375.2403028966146
10008,649,1338.5680415568218
10008,650,639.7223686816178
10008,651,1346.917179779141
10008,683,1340.232660891754
10008,684,832.6734649489163
10008,685,1540.1693820210128
10008,716,1725.1159357754698
10008,717,1419.1997201413558
10009,11,1767.0161265618713
10009,12,1427.8363936978008
10009,276,1816.550535688201
10009,277,1371.9388009339546
10009,278,1793.0684917652031
10009,309,1299.6685801247681
10009,310,906.572658496946
10009,311,1653.3751792040505
10009,343,1012.8337458975292
10009,344,738.7228881236977
10009,345,1689.2833345527815
10009,376,1242.2004465607959
10009,377,1139.526087954893
10009,411,1817.8360109048738
10009,1034,1732.8780619921934
10009,1035,1814.5985700029491
10009,1067,1061.9398043965723
10009,1068,1244.4653899360753
10009,1100,1609.2960892562305
10009,1101,703.7939097027212
10009,1102,1082.854028392113
10009,1133,1600.1991064389076
10009,1134,938.7907696341289
10009,1135,1400.4453093932368
10010,4,1179.1418957135822
10010,5,1268.719625040211
10010,37,1722.523950936268
10010,38,1793.058125159509
10010,726,1810.633516080853
10010,727,1741.857096967099
10010,760,1281.4955448939857
